customer_id,customer_name,age,gender,city,signup_date
C00125,Customer_125,57,Male,Hyderabad,2023-07-27
C00126,Customer_126,39,Female,Chennai,2025-04-24
C00127,Customer_127,44,Male,Ghaziabad,2023-03-26
C00128,Customer_128,52,Female,Meerut,2024-11-15
C00129,Customer_129,18,Male,Ghaziabad,2023-09-02
C00130,Customer_130,52,Male,Noida,2025-05-21
C00131,Customer_131,54,Male,Delhi,2025-10-19
C00132,Customer_132,64,Female,Pune,2024-08-18
C00133,Customer_133,31,Male,Ghaziabad,2024-11-15
C00134,Customer_134,20,Male,Meerut,2025-10-10
C00135,Customer_135,18,Male,Bangalore,2025-10-10
C00136,Customer_136,22,Female,Pune,2023-12-16
C00137,Customer_137,43,Female,Pune,2023-10-09
C00138,Customer_138,31,Female,Mumbai,2023-10-20
C00139,Customer_139,56,Female,Ghaziabad,2025-09-10
C00140,Customer_140,44,Female,Bangalore,2023-01-20
C00141,Customer_141,26,Male,Ghaziabad,2025-01-28
C00142,Customer_142,32,Female,Mumbai,2024-02-09
C00143,Customer_143,32,Female,Delhi,2024-12-01
C00144,Customer_144,43,Other,Meerut,2025-09-06
C00145,Customer_145,59,Female,Chennai,2023-01-26
C00146,Customer_146,30,Male,Chennai,2024-07-19
C00147,Customer_147,49,Male,Ghaziabad,2024-01-30
C00148,Customer_148,56,Female,Mumbai,2025-09-27
C00149,Customer_149,49,Female,Hyderabad,2024-06-06
C00150,Customer_150,21,Female,Meerut,2025-05-11
C00151,Customer_151,47,Female,Ghaziabad,2025-03-12
C00152,Customer_152,54,Female,Hyderabad,2024-07-03
C00153,Customer_153,40,Male,Meerut,2023-03-28
C00154,Customer_154,56,Female,Hyderabad,2025-04-12
C00155,Customer_155,62,Male,Pune,2024-01-22
C00156,Customer_156,32,Male,Ghaziabad,2025-08-20
C00157,Customer_157,60,Male,Mumbai,2024-10-29
C00158,Customer_158,46,Female,Unknown,2023-10-13
C00159,Customer_159,53,Male,Chennai,2024-11-28
C00160,Customer_160,30,Male,Ghaziabad,2025-08-22
C00161,Customer_161,49,Female,Meerut,2024-01-04
C00162,Customer_162,24,Male,Meerut,2024-10-16
C00163,Customer_163,39,Female,Hyderabad,2024-10-15
C00164,Customer_164,45,Female,Hyderabad,2024-11-27
C00165,Customer_165,19,Female,Bangalore,2025-10-20
C00166,Customer_166,59,Female,Ghaziabad,2025-07-03
C00167,Customer_167,62,Male,Noida,2023-10-15
C00168,Customer_168,23,Female,Gurgaon,2023-04-05
C00169,Customer_169,45,Male,Unknown,2024-10-30
C00170,Customer_170,45,Female,Meerut,2023-02-10
C00171,Customer_171,61,Male,Bangalore,2023-11-27
C00172,Customer_172,61,Female,Meerut,2024-05-18
C00173,Customer_173,37,Male,Noida,2023-10-02
C00174,Customer_174,47,Male,Meerut,2023-06-28
C00175,Customer_175,28,Male,Hyderabad,2023-05-17
C00176,Customer_176,45,Male,Ghaziabad,2025-02-05
C00177,Customer_177,42,Female,Chennai,2025-09-14
C00178,Customer_178,56,Male,Noida,2023-08-31
C00179,Customer_179,50,Female,Gurgaon,2023-07-16
C00180,Customer_180,18,Other,Gurgaon,2024-06-09
C00181,Customer_181,44,Female,Hyderabad,2024-09-23
C00182,Customer_182,30,Male,Ghaziabad,2024-02-12
C00183,Customer_183,58,Male,Delhi,2024-11-21
C00184,Customer_184,20,Female,Delhi,2023-06-19
C00185,Customer_185,56,Male,Mumbai,2023-06-08
C00186,Customer_186,23,Male,Mumbai,2024-03-22
C00187,Customer_187,25,Female,Noida,2025-10-14
C00188,Customer_188,44,Female,Hyderabad,2025-12-16
C00189,Customer_189,26,Female,Hyderabad,2023-04-22
C00190,Customer_190,54,Male,Meerut,2023-02-17
C00191,Customer_191,50,Female,Gurgaon,2024-01-11
C00192,Customer_192,59,Male,Gurgaon,2025-04-07
C00193,Customer_193,61,Male,Gurgaon,2023-02-02
C00194,Customer_194,41,Female,Bangalore,2024-05-18
C00195,Customer_195,32,Male,Ghaziabad,2024-09-18
C00196,Customer_196,49,Male,Pune,2025-10-23
C00197,Customer_197,49,Male,Meerut,2023-02-11
C00198,Customer_198,41,Female,Delhi,2023-01-09
C00199,Customer_199,58,Female,Hyderabad,2025-09-26
C00200,Customer_200,29,Female,Delhi,2025-03-29
C00201,Customer_201,56,Female,Bangalore,2024-10-18
C00202,Customer_202,19,Male,Delhi,2025-02-28
C00203,Customer_203,20,Male,Gurgaon,2025-11-16
C00204,Customer_204,54,Male,Chennai,2025-12-02
C00205,Customer_205,34,Male,Meerut,2024-08-20
C00206,Customer_206,19,Female,Chennai,2025-07-24
C00207,Customer_207,19,Female,Mumbai,2025-10-08
C00208,Customer_208,45,Male,Chennai,2023-01-21
C00209,Customer_209,40,Male,Pune,2025-09-25
C00210,Customer_210,54,Male,Hyderabad,2024-04-01
C00211,Customer_211,49,Male,Bangalore,2025-10-10
C00212,Customer_212,50,Female,Hyderabad,2023-09-22
C00213,Customer_213,18,Male,Pune,2023-07-03
C00214,Customer_214,36,Male,Hyderabad,2023-08-15
C00215,Customer_215,19,Female,Chennai,2025-12-28
C00216,Customer_216,61,Male,Ghaziabad,2025-08-26
C00217,Customer_217,43,Female,Hyderabad,2025-03-15
C00218,Customer_218,49,Male,Mumbai,2024-12-23
C00219,Customer_219,23,Female,Meerut,2025-12-31
C00220,Customer_220,49,Other,Meerut,2025-09-28
C00221,Customer_221,21,Female,Delhi,2025-05-24
C00222,Customer_222,28,Male,Noida,2023-03-25
C00223,Customer_223,34,Female,Chennai,2025-01-09
C00224,Customer_224,55,Male,Gurgaon,2023-08-11
C00225,Customer_225,41,Male,Pune,2025-03-03
C00226,Customer_226,22,Male,Bangalore,2025-01-02
C00227,Customer_227,51,Male,Chennai,2024-02-09
C00228,Customer_228,23,Female,Unknown,2023-11-25
C00229,Customer_229,39,Female,Unknown,2024-03-01
C00230,Customer_230,28,Female,Hyderabad,2025-02-08
C00231,Customer_231,33,Female,Gurgaon,2024-08-30
C00232,Customer_232,50,Female,Gurgaon,2024-06-09
C00233,Customer_233,26,Male,Noida,2024-09-16
C00234,Customer_234,23,Male,Ghaziabad,2023-03-18
C00235,Customer_235,33,Female,Noida,2025-07-08
C00236,Customer_236,46,Male,Hyderabad,2025-08-03
C00237,Customer_237,20,Female,Chennai,2024-04-10
C00238,Customer_238,37,Male,Mumbai,2024-05-06
C00239,Customer_239,53,Male,Pune,2023-11-09
C00240,Customer_240,36,Male,Gurgaon,2023-11-04
C00241,Customer_241,43,Male,Bangalore,2024-11-21
C00242,Customer_242,20,Male,Chennai,2023-03-30
C00243,Customer_243,36,Female,Bangalore,2025-01-04
C00244,Customer_244,37,Male,Delhi,2025-02-16
C00245,Customer_245,49,Female,Bangalore,2025-01-20
C00246,Customer_246,24,Male,Gurgaon,2024-01-06
C00247,Customer_247,58,Male,Gurgaon,2024-03-26
C00248,Customer_248,50,Male,Gurgaon,2023-06-16
C00249,Customer_249,57,Female,Chennai,2024-01-27
C00250,Customer_250,56,Male,Chennai,2025-01-05
C00251,Customer_251,35,Female,Pune,2024-05-05
C00252,Customer_252,57,Male,Meerut,2025-07-13
C00253,Customer_253,18,Female,Ghaziabad,2025-12-02
C00254,Customer_254,28,Male,Hyderabad,2025-08-02
C00255,Customer_255,45,Female,Hyderabad,2023-01-29
C00256,Customer_256,42,Female,Delhi,2025-11-20
C00257,Customer_257,40,Female,Noida,2024-11-23
C00258,Customer_258,48,Male,Pune,2023-05-08
C00259,Customer_259,47,Male,Meerut,2025-02-05
C00260,Customer_260,59,Male,Mumbai,2024-03-16
C00261,Customer_261,52,Female,Delhi,2025-05-18
C00262,Customer_262,24,Female,Chennai,2024-06-07
C00263,Customer_263,33,Female,Meerut,2025-01-29
C00264,Customer_264,43,Male,Gurgaon,2023-04-20
C00265,Customer_265,19,Male,Chennai,2023-06-12
C00266,Customer_266,18,Male,Noida,2024-07-13
C00267,Customer_267,29,Other,Noida,2024-02-03
C00268,Customer_268,22,Female,Hyderabad,2024-08-05
C00269,Customer_269,54,Female,Ghaziabad,2024-02-03
C00270,Customer_270,49,Male,Ghaziabad,2023-08-27
C00271,Customer_271,26,Female,Mumbai,2025-11-21
C00272,Customer_272,58,Female,Chennai,2023-04-20
C00273,Customer_273,52,Male,Chennai,2023-10-27
C00274,Customer_274,36,Female,Noida,2025-09-28
C00275,Customer_275,33,Female,Gurgaon,2025-02-02
C00276,Customer_276,20,Female,Gurgaon,2023-09-06
C00277,Customer_277,37,Female,Bangalore,2024-06-04
C00278,Customer_278,41,Male,Gurgaon,2023-02-03
C00279,Customer_279,50,Male,Meerut,2023-08-16
C00280,Customer_280,41,Other,Ghaziabad,2024-08-07
C00281,Customer_281,28,Male,Gurgaon,2025-08-15
C00282,Customer_282,25,Female,Pune,2025-03-23
C00283,Customer_283,53,Female,Chennai,2024-12-24
C00284,Customer_284,55,Female,Gurgaon,2024-08-06
C00285,Customer_285,57,Other,Bangalore,2024-07-23
C00286,Customer_286,37,Male,Mumbai,2023-08-08
C00287,Customer_287,52,Male,Mumbai,2025-02-25
C00288,Customer_288,42,Male,Noida,2024-06-11
C00289,Customer_289,52,Male,Gurgaon,2023-03-16
C00290,Customer_290,42,Male,Chennai,2023-05-16
C00291,Customer_291,46,Male,Chennai,2023-03-15
C00292,Customer_292,35,Female,Ghaziabad,2023-09-11
C00293,Customer_293,63,Female,Mumbai,2025-11-07
C00294,Customer_294,35,Male,Noida,2025-10-18
C00295,Customer_295,19,Male,Gurgaon,2025-12-02
C00296,Customer_296,52,Female,Mumbai,2023-02-19
C00297,Customer_297,33,Male,Unknown,2024-05-29
C00298,Customer_298,58,Male,Chennai,2025-01-13
C00299,Customer_299,53,Male,Gurgaon,2024-12-31
C00300,Customer_300,50,Female,Delhi,2024-07-24
C00301,Customer_301,21,Male,Gurgaon,2024-07-29
C00302,Customer_302,50,Other,Meerut,2025-06-21
C00303,Customer_303,31,Male,Mumbai,2023-07-21
C00304,Customer_304,38,Female,Ghaziabad,2023-07-26
C00305,Customer_305,37,Male,Delhi,2024-02-19
C00306,Customer_306,25,Male,Bangalore,2023-08-09
C00307,Customer_307,24,Female,Noida,2025-01-27
C00308,Customer_308,20,Female,Gurgaon,2025-02-01
C00309,Customer_309,34,Female,Ghaziabad,2024-07-16
C00310,Customer_310,50,Female,Bangalore,2024-01-04
C00311,Customer_311,29,Female,Bangalore,2025-06-14
C00312,Customer_312,39,Female,Mumbai,2023-07-23
C00313,Customer_313,39,Female,Meerut,2025-11-14
C00314,Customer_314,63,Male,Mumbai,2025-08-14
C00315,Customer_315,47,Male,Noida,2023-03-10
C00316,Customer_316,55,Male,Delhi,2024-05-30
C00317,Customer_317,55,Female,Chennai,2023-08-28
C00318,Customer_318,62,Male,Pune,2023-12-27
C00319,Customer_319,25,Male,Delhi,2025-11-20
C00320,Customer_320,44,Female,Noida,2024-12-07
C00321,Customer_321,44,Female,Chennai,2024-11-20
C00322,Customer_322,51,Female,Bangalore,2024-10-18
C00323,Customer_323,38,Male,Delhi,2023-12-10
C00324,Customer_324,47,Female,Chennai,2024-06-19
C00325,Customer_325,50,Male,Gurgaon,2023-12-21
C00326,Customer_326,45,Male,Mumbai,2025-07-16
C00327,Customer_327,64,Male,Pune,2025-09-09
C00328,Customer_328,50,Male,Ghaziabad,2023-04-15
C00329,Customer_329,22,Male,Gurgaon,2025-08-19
C00330,Customer_330,36,Female,Delhi,2024-06-10
C00331,Customer_331,21,Male,Hyderabad,2024-05-18
C00332,Customer_332,52,Female,Chennai,2025-07-19
C00333,Customer_333,34,Female,Bangalore,2024-12-09
C00334,Customer_334,61,Male,Unknown,2023-08-23
C00335,Customer_335,45,Female,Hyderabad,2025-10-26
C00336,Customer_336,47,Male,Delhi,2024-05-08
C00337,Customer_337,46,Female,Bangalore,2025-05-27
C00338,Customer_338,63,Male,Meerut,2025-08-24
C00339,Customer_339,23,Male,Bangalore,2025-08-23
C00340,Customer_340,52,Male,Pune,2025-08-21
C00341,Customer_341,58,Female,Meerut,2025-06-15
C00342,Customer_342,54,Female,Noida,2023-08-05
C00343,Customer_343,41,Male,Noida,2024-09-14
C00344,Customer_344,46,Female,Chennai,2023-12-19
C00345,Customer_345,63,Female,Meerut,2024-11-22
C00346,Customer_346,48,Female,Gurgaon,2024-11-05
C00347,Customer_347,52,Female,Chennai,2024-09-22
C00348,Customer_348,50,Female,Gurgaon,2023-11-21
C00349,Customer_349,38,Female,Pune,2025-06-19
C00350,Customer_350,49,Female,Mumbai,2023-11-04
C00351,Customer_351,40,Male,Delhi,2024-10-15
C00352,Customer_352,50,Male,Meerut,2023-10-12
C00353,Customer_353,20,Male,Hyderabad,2024-01-27
C00354,Customer_354,35,Female,Ghaziabad,2023-12-26
C00355,Customer_355,42,Female,Delhi,2025-02-07
C00356,Customer_356,59,Male,Pune,2025-03-07
C00357,Customer_357,48,Female,Meerut,2025-07-20
C00358,Customer_358,20,Male,Noida,2023-06-14
C00359,Customer_359,57,Male,Delhi,2025-01-02
C00360,Customer_360,63,Other,Gurgaon,2024-08-03
C00361,Customer_361,41,Male,Hyderabad,2025-03-31
C00362,Customer_362,49,Male,Delhi,2023-05-04
C00363,Customer_363,64,Female,Ghaziabad,2023-12-10
C00364,Customer_364,39,Female,Pune,2024-06-07
C00365,Customer_365,40,Male,Pune,2025-12-11
C00366,Customer_366,19,Female,Chennai,2023-05-09
C00367,Customer_367,44,Female,Pune,2024-10-18
C00368,Customer_368,59,Male,Chennai,2025-01-07
C00369,Customer_369,19,Male,Pune,2025-07-27
C00370,Customer_370,43,Female,Ghaziabad,2023-03-12
C00371,Customer_371,34,Male,Pune,2023-09-30
C00372,Customer_372,57,Female,Hyderabad,2025-10-23
C00373,Customer_373,50,Female,Mumbai,2023-01-22
C00374,Customer_374,26,Other,Unknown,2023-06-15
C00375,Customer_375,60,Male,Hyderabad,2025-05-24
C00376,Customer_376,56,Other,Pune,2024-05-12
C00377,Customer_377,46,Male,Meerut,2024-03-09
C00378,Customer_378,59,Male,Gurgaon,2025-01-27
C00379,Customer_379,43,Male,Mumbai,2023-08-22
C00380,Customer_380,52,Male,Noida,2025-04-16
C00381,Customer_381,42,Female,Gurgaon,2024-10-24
C00382,Customer_382,41,Male,Hyderabad,2024-12-25
C00383,Customer_383,30,Male,Ghaziabad,2024-01-11
C00384,Customer_384,24,Female,Ghaziabad,2024-12-30
C00385,Customer_385,53,Male,Gurgaon,2023-10-30
C00386,Customer_386,62,Female,Meerut,2024-02-09
C00387,Customer_387,37,Male,Gurgaon,2024-12-08
C00388,Customer_388,18,Female,Hyderabad,2025-07-05
C00389,Customer_389,25,Female,Gurgaon,2023-01-21
C00390,Customer_390,63,Male,Noida,2023-09-14
C00391,Customer_391,33,Male,Meerut,2024-02-03
C00392,Customer_392,31,Male,Bangalore,2023-02-20
C00393,Customer_393,29,Female,Delhi,2024-03-22
C00394,Customer_394,40,Male,Unknown,2025-04-06
C00395,Customer_395,32,Male,Chennai,2024-08-17
C00396,Customer_396,45,Male,Gurgaon,2025-03-28
C00397,Customer_397,51,Male,Ghaziabad,2024-09-27
C00398,Customer_398,19,Female,Bangalore,2025-12-08
C00399,Customer_399,49,Female,Pune,2025-02-13
C00400,Customer_400,40,Male,Hyderabad,2025-08-30
C00401,Customer_401,39,Male,Bangalore,2024-02-01
C00402,Customer_402,42,Female,Mumbai,2024-11-13
C00403,Customer_403,39,Female,Meerut,2025-11-16
C00404,Customer_404,39,Male,Hyderabad,2024-12-11
C00405,Customer_405,59,Male,Ghaziabad,2024-06-12
C00406,Customer_406,23,Male,Chennai,2024-11-15
C00407,Customer_407,32,Female,Bangalore,2024-09-04
C00408,Customer_408,60,Male,Meerut,2023-07-05
C00409,Customer_409,54,Female,Delhi,2024-11-26
C00410,Customer_410,50,Female,Meerut,2023-08-03
C00411,Customer_411,25,Female,Meerut,2023-08-04
C00412,Customer_412,61,Male,Hyderabad,2023-01-29
C00413,Customer_413,61,Male,Delhi,2023-04-12
C00414,Customer_414,22,Male,Meerut,2023-05-03
C00415,Customer_415,56,Male,Mumbai,2023-02-23
C00416,Customer_416,21,Female,Bangalore,2024-09-07
C00417,Customer_417,23,Other,Bangalore,2024-07-10
C00418,Customer_418,62,Female,Mumbai,2023-04-24
C00419,Customer_419,49,Female,Bangalore,2025-05-04
C00420,Customer_420,47,Male,Meerut,2024-11-06
C00421,Customer_421,64,Male,Chennai,2025-09-03
C00422,Customer_422,52,Male,Meerut,2024-12-01
C00423,Customer_423,57,Female,Hyderabad,2023-10-19
C00424,Customer_424,33,Female,Pune,2023-09-18
C00425,Customer_425,30,Female,Chennai,2024-07-17
C00426,Customer_426,59,Male,Ghaziabad,2023-02-18
C00427,Customer_427,47,Male,Ghaziabad,2025-10-26
C00428,Customer_428,36,Female,Chennai,2024-01-14
C00429,Customer_429,34,Male,Meerut,2023-08-12
C00430,Customer_430,36,Female,Gurgaon,2025-11-12
C00431,Customer_431,45,Female,Pune,2025-10-04
C00432,Customer_432,43,Female,Mumbai,2024-10-18
C00433,Customer_433,54,Male,Meerut,2023-04-20
C00434,Customer_434,43,Male,Chennai,2024-12-24
C00435,Customer_435,40,Male,Gurgaon,2024-07-06
C00436,Customer_436,26,Male,Meerut,2025-10-02
C00437,Customer_437,29,Male,Gurgaon,2024-11-28
C00438,Customer_438,18,Female,Chennai,2024-12-26
C00439,Customer_439,18,Female,Meerut,2023-11-02
C00440,Customer_440,64,Male,Delhi,2025-08-16
C00441,Customer_441,51,Male,Bangalore,2025-08-11
C00442,Customer_442,49,Male,Chennai,2024-09-12
C00443,Customer_443,42,Male,Ghaziabad,2024-09-21
C00444,Customer_444,57,Female,Ghaziabad,2025-05-26
C00445,Customer_445,62,Male,Pune,2024-07-09
C00446,Customer_446,18,Male,Noida,2023-03-08
C00447,Customer_447,33,Male,Ghaziabad,2025-04-14
C00448,Customer_448,56,Female,Noida,2023-07-25
C00449,Customer_449,22,Female,Delhi,2025-02-24
C00450,Customer_450,39,Male,Chennai,2023-06-04
C00451,Customer_451,46,Female,Gurgaon,2025-12-08
C00452,Customer_452,20,Female,Pune,2025-02-21
C00453,Customer_453,29,Female,Bangalore,2024-08-07
C00454,Customer_454,43,Male,Mumbai,2024-12-08
C00455,Customer_455,33,Female,Noida,2023-06-28
C00456,Customer_456,54,Female,Bangalore,2025-12-07
C00457,Customer_457,39,Female,Pune,2025-12-31
C00458,Customer_458,46,Female,Pune,2023-04-23
C00459,Customer_459,31,Female,Ghaziabad,2025-01-26
C00460,Customer_460,45,Male,Bangalore,2025-06-15
C00461,Customer_461,22,Female,Meerut,2025-03-31
C00462,Customer_462,64,Female,Hyderabad,2023-06-08
C00463,Customer_463,47,Female,Pune,2025-02-24
C00464,Customer_464,63,Male,Noida,2025-11-19
C00465,Customer_465,22,Female,Mumbai,2023-09-08
C00466,Customer_466,29,Female,Mumbai,2023-04-23
C00467,Customer_467,33,Male,Delhi,2023-09-16
C00468,Customer_468,43,Female,Delhi,2023-04-17
C00469,Customer_469,43,Female,Unknown,2024-07-28
C00470,Customer_470,38,Female,Meerut,2025-09-17
C00471,Customer_471,56,Male,Ghaziabad,2024-03-02
C00472,Customer_472,53,Male,Mumbai,2025-05-08
C00473,Customer_473,50,Female,Gurgaon,2025-07-06
C00474,Customer_474,47,Male,Mumbai,2024-09-18
C00475,Customer_475,54,Female,Pune,2024-04-19
C00476,Customer_476,40,Female,Bangalore,2024-07-05
C00477,Customer_477,27,Female,Bangalore,2023-12-10
C00478,Customer_478,22,Male,Pune,2024-09-19
C00479,Customer_479,53,Female,Pune,2023-05-16
C00480,Customer_480,51,Male,Mumbai,2023-10-04
C00481,Customer_481,48,Male,Bangalore,2023-01-31
C00482,Customer_482,27,Male,Bangalore,2023-09-04
C00483,Customer_483,36,Male,Chennai,2024-02-15
C00484,Customer_484,49,Other,Bangalore,2023-01-27
C00485,Customer_485,18,Other,Pune,2023-03-14
C00486,Customer_486,22,Male,Delhi,2024-11-03
C00487,Customer_487,62,Female,Unknown,2024-04-20
C00488,Customer_488,21,Male,Gurgaon,2023-10-14
C00489,Customer_489,33,Female,Pune,2023-07-31
C00490,Customer_490,41,Female,Bangalore,2024-02-05
C00491,Customer_491,33,Female,Noida,2024-10-16
C00492,Customer_492,19,Male,Mumbai,2025-11-23
C00493,Customer_493,45,Female,Mumbai,2024-05-12
C00494,Customer_494,49,Male,Meerut,2025-04-27
C00495,Customer_495,44,Other,Pune,2023-04-08
C00496,Customer_496,37,Male,Meerut,2024-01-01
C00497,Customer_497,41,Female,Delhi,2024-04-07
C00498,Customer_498,29,Female,Unknown,2023-01-28
C00499,Customer_499,52,Female,Ghaziabad,2024-12-13
C00500,Customer_500,50,Male,Noida,2023-09-30
C00501,Customer_501,50,Female,Ghaziabad,2025-04-05
C00502,Customer_502,60,Male,Unknown,2023-07-21
C00503,Customer_503,54,Female,Noida,2024-03-25
C00504,Customer_504,29,Male,Ghaziabad,2023-01-19
